nohup: 忽略输入
请把亲情网业务取消，谢谢 0
15元加速包太鸡肋了，帮我干掉吧 0
10086怎么开通流量共享 0
我想把那个10元亲情号取消 0
办理亲情号怎么办理 0
全球通礼遇活动应该如何办理呀 0
plus会员啥功能 0
3元月包语音留言啥时候上线 0
这个10元腾讯视频会员5gb通用流量加油包有多少流量 0
怎么取消19元电影vip魔百盒 0
我办理的咪咕流量包腾讯上网套餐有多少流量 0
这个2020版校园卡68有多长的通话时间 0
月包短信回执如何用 0
我想办个尊享计划2020版 0
你好，我能办理任我用套餐吗，怎么购买 1
plus的视频会员怎么去开通 0
我想办理移动电视盒子，电影vip和热剧vip的开通方式一样吗 2
你好，我之前的优酷会员手机视频流量包到期了，想继续办理个 0
怎么退掉亲情号 0
我己办了20元20GB的业务！还需要办这个吗？ 0
10元叠加包开通 0
你告诉我为什么不能办理王者，开通应该如何操作 1
你好，我想取消5g智享套餐合约版，怎么办理 0
3元流量日包有多少流量 0
我想办理30元40G的套餐流量，可以吗？ 0
10元亲情网怎么取消 0
优酷会员视频会员通用流量月包是什么，给我介绍一下 0
我年初办了一张亲情网，这个月底到期了，我想取消，怎么取消？ 0
比好，我办理的种树的游戏可以刷视频吗 0
流量升档啥时候生效 0
现在把20元20gb惠享流量流量会没吗 0
666礼包呢 0
plus会员取消会怎样 0
您好：怎么开通两百打一年 0
那个承诺低消底线款是啥 0
加油包如何取消 0
你好，办理腾讯7天5g流量包需要什么条件？ 0
我要取消20元20G享优惠券 0
我好像误办了plus，怎么取消呢 0
为啥呀，为啥不能办理188元任我用套餐 0
我想取消plus业务 0
我要取消亲情号项目 0
我为什么不能办理提速如何取消 1
我办理高速包，小额版和阶梯版含的流量一样吗 2
10元家庭副卡有什么要求 0
你告诉我18元基础版移动王卡怎么开通 0
把全国亲情业务取消 0
怎么把家庭计划取消 0
你好，如何添加亲情号码？ 0
王卡套餐啥时候上线是不是谁都可以办理 1
开通10元通话圈 0
1元小额版流量提速包有多少流量 0
比好，我办理的翻牌子可以刷视频吗 0
10元移动wlan套餐如何用 0
20元20g大王卡 0
百度包咪咕专属包啥时候上线 0
6元咪咕流量包任我看视频流量包的使用方法 0
请问如何退掉亲情网业务 0
139邮箱尊享融合版 0
惠享流量退订 0
怎么办理流量共享 0
3元月包和留言开通应该如何操作 0
我办理的快手流量包有多少流量 0
你好，我之前的任我用套餐到期了，想继续办理个能取消吗 1
我想退订亲情联网那个服务 0
怎么取消5元卡年包怎么购买 1
我想办理个15元流量加油包玩玩 0
哪些情况下办理不了160元5g家庭套餐 0
取消新欢享优惠券话动 0
有绑定亲情号吗 0
20元20G的套餐是什么 0
什么时候可以取消五元卡有什么要求 1
爱奇艺会员手机视频流量包有什么要求 0
提速什么时候发售 0
帮我恢复车主服务 0
年包语音留言怎么购买 0
你好，我想咨询一下80元5g家庭套餐是否能取消掉，不想用了 0
3元月包和留言年包何时能用到 0
5g家庭套餐啥时候上线 0
全网优惠享特权会员取消 0
怎么取消2018版校园300打两年 0
10元腾讯视频5g加油流量包开通应该如何操作 0
puls会员有什么权益 0
680元5g家庭套餐我为啥办理不了呀 0
新20元20GB畅享流量券可以取消吗 0
我的30元40g流量套餐用完是限速还是直接没有了 0
家庭亲情网怎么停 0
多少钱能开通首都机场流量业务带多少的流量 1
全网普惠得流量5gb 0
除消家庭亲情网 0
恢复和彩云 0
咪咕流量包和咪咕直播流量包的腾讯视频24元流量，流量相同不 2
您好！我取消全国亲情网 0
年包天气提醒应该如何办理呀 0
我办理语音留言，月包和年包的花的钱是否一样 2
30元半年包欢乐优惠券应该如何办理呀 0
流量共享组怎么添加成员 0
怎么办理19元电影vip移动电视盒子 0
15元普通电话信箱开通应该如何操作 0
30元年包语音留言如何取消 0
我想办理个15元畅享包快手定向流量包玩玩 0
老年卡结转的要求或规则是啥样的 0
那个plus权益在哪领？ 0
我要办理老人的套餐，有多少流量 1
惠享优惠券什么时候到期 0
5元卡为啥退订失败多少钱能开通 1
如何办理全网优惠新年礼 0
您好 账单怎么发邮箱 0
承诺低消费如何关掉 0
为啥呀，为啥不能办理3元首都机场流量包 0
5g智享套餐合约版太鸡肋了，帮我干掉吧，带多少的流量 1
我想办理个60元年包神州行5元卡玩玩 0
翻牌子可以玩游戏吗 0
我想办个188元任我用套餐 0
懂车帝有多少流量有什么要求 1
你告诉我为什么不能办理3元机场流量包 0
你好，我之前的一周流量到期了，想继续办理个 0
我要办理全国亲情号怎么办，什么时候可以办理 1
我想办理18元网易bilibili，麻烦帮我开通一下 0
亲情号添加 0
我要办20G套餐，如何办理？ 0
我现在不需要一周流量，怎么取消掉 0
海包多少钱，如何取消 1
你好，办理个性化屏显业务需要什么条件？ 0
你好，我之前的1元小额版提速包到期了，想继续办理个 0
得花多少钱去开通首都机场流量包 0
你好，我这个月订的全国亲情好到期了，给我取消了吧，谢谢? 0
怎么办理200元2018版校园300打两年 0
你好，我能办理9元王者荣耀王者吗 0
取消20元20个G的业务 0
5g套餐升档折扣活动开通一下，什么时候发售 1
2019版和2020版的和4G校园套餐哪一个更优惠些呢 2
是不是谁都可以办理半年30元，什么时候可以取消 1
1元移动wlan套餐什么时候发售 0
20元20G惠享卷如何收费？ 0
我想办理70元优酷会员视频会员通用流量月包，麻烦帮我开通一下 0
198元5g畅享套餐合约版应该如何办理呀 0
办理了Plus会员，领取了怎么还不是携程超级会员 0
开通通话圈 0
怎样退定互联网电视业务 0
5g智享套餐合约版为什么退订不了怎么开通 1
年包个性化屏显业务多少钱 0
15元流量加油包我为啥办理不了呀 0
9元芒果tv视频会员5gb通用流量7天包里还有其他服务吗 0
新30元40G套餐还能办理嘛 0
种树的游戏适用范围有要求没 0
比好，我办理的年货可以刷视频吗 0
plus怎么退的 0
日充流量我啥时可以办理我想办个 1
如果取消5G套餐升档折扣活动的话，12月方案和24月方案的方式一样吗 2
怎么登录邮箱 0
三十元四十季是一个月一交吗 0
你好，我能办理提速吗，我想办个 1
提前取消plus会员业务 0
3元月包短信发送提醒的使用方法 0
取消绑定的亲情号 0
我想办理15元咪咕直播流量包腾讯视频24元流量，麻烦帮我开通一下 0
介绍一下15元语音信箱 0
移动特色权益产品开通 0
智能遥控器 0
你好，我想取消49元流量升级包，怎么办理 0
开通语音信箱 0
什么时候可以取消24元腾讯视频优酷 0
代付费如何取消 0
你好，我之前的12元半年包来电提醒到期了，想继续办理个 0
你好，我能办理15元大陆及港澳台版提速包吗 0
互联网影视会员包是啥业务 0
前几天办理了一个PLUS会员的优惠 0
来电提醒办理 0
多少钱能开通普通版北京移动会员 0
我想取消139邮箱服务 0
我想开通长途流量100m需要花多少钱为啥呀，为啥不能办理 1
开通plus会员怎么收费？ 0
流量20元包20G怎么开通？ 0
怎样办理惠享优惠券 0
关机不在服务区开通 0
6元咪咕流量包任我看视频流量包如何取消 0
开通的plus卡 0
20元20G还可以办理吗 0
你好，办理快手流量包，流量包和畅享包哪个流量多呀 2
你好，我想取消花一惠，怎么办理，怎么开通 1
全网亲情网统付版 0
和彩云套餐办理 0
我要办理手机彩铃怎么办 0
退订和彩云2t空间 0
20元20g套餐流量如何取消 0
咪咕流量包和咪咕直播流量包的任我看快手，便宜的是哪个 2
是不是谁都可以办理无忧包 0
来电提醒业务介绍 0
无法退订120元半年包长途套餐 0
我想办个上网版移动王卡 0
怎么取消10元流量加油包 0
我现在不需要五元卡，怎么取消掉 0
我有个20元20g的服务怎么退订 0
怎么开通198元5g畅享套餐合约版 0
你好，请问我的业务里怎么有全国亲情网了？ 0
什么是2019版和4g校园套餐 0
你好，我想取消128元畅享套餐合约版，怎么办理 0
怎么取消30元特惠流量包，什么时候可以办理 1
魔百和优惠组合包 0
5g家庭套餐怎么购买，能取消吗 1
欢享劵办理 0
怎么办理18元2018版校园专属定向流量包 0
你告诉我40元叠加包怎么开通 0
那个20元20g，什么时候我才能办理呢 0
开通680元5g家庭套餐 0
承诺低消怎么取消 0
为什么我不能开通40元流量加油包 0
你好我办理的60包一年有其他什么服务吗，什么时候发售 1
什么时候可以办理298元5g畅享套餐合约版 0
你好，我想取消5g套餐升档折扣活动，怎么办理 0
我可以办理咪咕直播流量包任我看视频流量包吗 0
什么是188元任我用套餐 0
爱奇艺和芒果tv的视频会员5GB通用流量7天包，便宜的是哪个 2
介绍一下支付宝2021新春五福活动，怎么办理 1
上月，我已经打电话要求把我和家庭10元的，取消掉。 0
介绍一下腾讯视频24元流量 0
我想开通哔哩哔哩流量包需要花多少钱啥时候上线 1
忘了电视是什么，给我介绍一下怎么办理 1
我为什么不能办理22元年包个性化屏显业务 0
你好，我的北京移动wlan可以退吗？介绍一下 1
视频加油5g开通 0
我想办理惠享卷，麻烦帮我开通一下，为什么我不能开通 1
办好了彩铃diy怎么使用 0
10元wilan取消 0
你好，我想取消亲情号 0
如何办理20元20G业务 0
次月王卡二选一可以生效吗 0
30元40G流量的优惠券怎么办理 0
移动号能办理亲情号吗 0
我想办个纯流量卡 0
关闭wlan 0
我现在不需要打两年300，怎么取消掉，我啥时可以办理 1
教教我怎么使用车主小秘书24元年套餐 0
加油包有多少流量，因为什么无法退订 1
我想问一下，20元20G的流量套餐我是不是办理成功了？ 0
什么是9元百度抖音流量包 0
是不是谁都可以办理18元基础版移动王卡 0
怎么取消和彩云 0
模组我啥时可以办理，是什么，给我介绍一下 1
如何退出和家庭分享 0
我有一个校园wlan能取消吗 0
5g家庭套餐多少钱，有什么要求 1
9元芒果tv视频会员5gb通用流量7天包如何取消 0
全国普惠流量体验包 0
38元北京移动plus会员权益卡里还有其他服务吗 0
如何关闭和留言 0
我想开通手机邮箱需要花多少钱 0
移动plus会员在哪办 0
您好，怎么办理30元40GB福袋？ 0
这个长途流量100m有多长的通话时间，能取消吗 1
如何开通不限量，多少钱能开通 1
您好：怎么开通彩铃diy得花多少钱去开通 1
请问关键字的抽奖链接还有吗 0
普惠流量的档位 0
从下月起，申请停掉我每月20元，20G的套餐，我要出国 0
咪咕专属定向流量包什么时候发售 0
购Plus会员 0
介绍一下60元年包欢乐优惠券 0
和留言年包 0
视频彩铃什么时候发售，如何取消 1
如何取消亲情号互打 0
我想开通乐视会员爱奇艺流量包需要花多少钱 0
你好，帮我把视频彩铃增值业务一月六块钱取消了 0
为啥呀，为啥不能办理10元cmcc 0
取消惠享流量试用 0
邮箱填错了，一张电子发票发错邮箱怎么办 0
你好我办理的2019版和4g校园套餐有其他什么服务吗 0
我现在不需要300元2019版校园卡活动，怎么取消掉 0
你告诉我个性化屏显业务怎么开通 0
什么时候可以办理魔百盒热剧vip连续包月 0
你告诉我签到翻牌子活动怎么开通 0
什么是11元腾讯视频会员5gb通用流量7天包 0
日充流量下个月生效么 0
取消本月普通plus会员权益，重新领 0
什么时候可以办理移动花卡新春升级版，怎么购买 1
请问取消全国亲情网是当月取消吗 0
帮忙取消plus会员 0
我可以办理2020版和4g校园套餐吗 0
取消家庭号 0
多少钱能开通半年包房山卡 0
您好，如何能把通话圈月功能停掉？ 0
我要办理18元乐享版移动王卡怎么办 0
我要办理车主小秘书24元年套餐怎么办 0
